"healthy_66"	"healthy_67"	"healthy_68"	"healthy_69"	"healthy_70"	"diseased_71"	"diseased_72"	"diseased_73"	"diseased_74"	"diseased_75"
"LINC02683"	0	0	0	1	0	0	0	0	0	0
"RNA5SP331"	0	0	0	0	0	0	0	0	0	0
"LINC02545"	0	0	0	0	0	0	0	0	0	0
"LINC02548"	0	0	0	0	0	0	2	0	0	0
"CENPUP1"	0	0	0	0	0	0	0	0	0	1
"RPL39P26"	0	0	0	0	0	0	0	0	0	0
"FAR1"	3613	3524	3512	3306	2528	3360	3003	2828	3458	3736
"HMGN2P36"	0	1	0	0	0	0	0	0	0	0
"PTH"	0	0	0	0	0	0	0	0	0	0
"LOC124902846"	0	0	0	0	0	0	0	0	0	0
"BTBD10"	1556	1738	1800	1749	1435	2322	2755	2188	3131	2829
"LOC124902636"	0	1	0	0	1	0	0	0	0	1
"RN7SKP151"	0	0	0	0	0	0	0	0	1	0
"ARNTL"	502	496	501	494	423	455	434	385	496	513
"LOC124902635"	0	0	0	0	0	0	0	0	0	2
"LOC105376558"	0	0	0	0	0	0	0	0	0	0
"RASSF10"	61	73	65	46	34	52	59	40	54	70
"RASSF10.DT"	31	34	32	24	26	30	36	38	32	54
"LINC00958"	0	3	2	2	0	2	1	0	0	2
"LOC124900312"	0	0	0	0	0	0	0	0	0	0
"LOC107984313"	8	3	6	1	10	4	1	7	2	10
"TEAD1"	8250	5911	9486	5350	5335	6465	3587	3461	3678	5101
"LOC105376556"	0	0	1	0	0	0	0	0	0	0
"PARVA"	3651	2696	4125	2607	2485	2511	1420	1190	1334	1775
"LOC124902634"	0	0	0	0	0	0	0	0	0	0
"MIR6124"	0	0	0	0	0	0	0	0	0	0
"MICAL2"	935	744	1017	764	632	583	188	88	98	205
"LINC02547"	0	1	0	0	1	1	0	1	0	0
"DKK3"	5927	4445	7249	4607	4617	7136	5677	4536	5689	6447
"H3P33"	0	0	0	0	0	0	0	0	0	0
"USP47"	5693	5723	5323	5517	5223	5629	6430	5539	7335	6686
"LOC107984311"	1	2	2	0	2	1	1	3	2	2
"MIR8070"	0	0	0	0	0	0	0	0	0	0
"MIR4299"	0	0	0	0	0	0	0	0	0	0
"LOC105376553"	0	1	0	0	0	0	0	0	1	1
"LOC124902632"	0	0	0	0	0	0	0	0	0	0
"LOC107983976"	0	0	0	0	0	0	1	0	0	0
"CSNK2A3"	0	0	0	0	0	0	0	0	0	0
"LOC124902633"	0	0	0	0	0	0	0	0	0	0
"GALNT18"	265	147	283	170	155	307	240	267	244	315
"LOC124902631"	0	0	0	0	0	0	0	1	0	0
"LOC124902630"	1	0	1	3	1	1	3	5	7	2
"MTND5P21"	0	0	0	0	0	0	0	0	0	0
"HMGN1P22"	0	0	0	0	0	0	0	0	0	0
"LOC105376548"	0	0	0	0	0	0	0	0	0	0
"LOC100288365"	0	0	0	0	0	0	1	0	0	0
"LINC02752"	1	1	3	1	0	0	2	0	1	2
"LOC105379882"	2	3	3	3	2	2	5	4	8	1
"LOC107984309"	5	3	3	5	1	1	2	0	1	1
"LOC124902629"	2	0	0	1	0	2	0	0	0	2
"ZBED5.AS1"	188	172	229	166	159	161	167	179	197	192
"ZBED5"	2807	2882	2509	2882	1915	2750	2948	2771	3618	3452
"LOC101928053"	14	15	7	11	7	20	16	12	29	20
"SNORD97"	14	24	15	18	14	19	19	9	16	21
"EIF4G2"	62209	57718	59598	58029	51849	69263	70997	66417	82130	78847
"CTR9"	2676	2710	2689	2580	2367	2113	1997	1709	2040	2294
"IRAG1"	764	689	631	670	534	533	447	439	487	566
"LYVE1"	43	113	27	157	74	60	27	16	19	19
"IRAG1.AS1"	6	9	4	14	4	4	7	7	8	11
"RNF141"	2707	2574	2747	2644	1823	2725	2433	2561	3167	3340
"MIR4485"	0	0	0	0	0	0	0	0	0	0
"MTRNR2L8"	25	26	30	42	80	29	16	23	38	16
"AMPD3"	18	18	23	29	18	21	13	17	10	15
"RNU6ATAC33P"	0	0	0	0	0	0	0	0	0	0
"CAND1.11"	1	0	0	1	0	1	0	0	0	0
"ADM"	204	149	244	131	105	136	52	52	53	79
"LOC653503"	88	77	90	62	40	69	34	57	59	62
"GLULP2"	1	2	0	0	1	0	0	0	0	1
"RNU7.28P"	0	0	0	0	0	0	0	0	0	0
"LOC101928008"	0	0	0	0	0	0	0	0	1	0
"LOC124902802"	0	0	0	0	0	0	0	0	0	0
"LOC105369149"	0	3	2	1	0	3	1	0	0	1
"SBF2"	3298	3114	3063	3052	3020	3172	3563	3138	3852	3731
"SBF2.AS1"	76	78	76	62	50	34	28	28	37	34
"LINC02709"	11	5	14	2	9	13	4	4	3	8
"RN7SKP50"	0	0	0	0	0	0	0	0	0	0
"SWAP70"	1553	1011	1757	1012	1108	1070	601	562	581	836
"RPL21P97"	4	0	6	2	10	1	0	0	1	0
"LOC124902628"	0	0	0	0	0	0	0	0	0	0
"RPL23AP65"	6	5	5	2	12	0	1	4	5	2
"LOC124902827"	14	4	3	5	3	5	4	2	8	11
"WEE1"	1777	1108	1903	1122	1324	1800	921	834	876	1184
"ZNF143"	732	694	772	681	601	707	679	567	708	758
"LOC644656"	43	52	30	42	33	45	70	47	80	62
"SNORA23"	1	0	1	2	3	1	0	0	2	2
"IPO7"	9556	8224	9890	8016	7656	9964	8496	7725	9430	9867
"PRR13P2"	0	0	0	0	0	0	0	0	0	1
"TMEM41B"	1363	1221	1342	1287	626	1153	981	879	1045	1319
"TRL.CAA5.1"	0	0	0	0	0	0	0	0	0	0
"DENND5A"	5166	4848	5313	4835	4161	4200	4035	3270	3888	4441
"LOC105376542"	4	4	2	4	1	3	3	3	4	7
"KRT8P41"	0	0	0	0	0	0	0	0	0	0
"MIR5691"	0	0	0	0	0	0	0	0	0	0
"NRIP3.DT"	15	26	20	33	19	40	64	61	87	84
"SCUBE2"	302	483	246	499	300	439	478	373	426	480
"NRIP3"	354	421	373	519	342	646	778	711	1094	863
"TMEM9B.AS1"	50	49	44	41	33	47	57	47	55	52
"TMEM9B"	1707	1733	1826	1915	1270	1952	1826	1591	2084	2108
"ASCL3"	0	0	0	0	0	0	0	0	0	0
"C11orf16"	4	1	0	0	2	1	0	1	0	0
"AKIP1"	553	476	522	562	432	542	539	506	615	655
"RNA5SP330"	0	0	0	0	0	0	0	0	0	0
"DENND2B.AS1"	0	0	0	0	0	0	0	0	0	0
"LOC107984308"	5	1	2	1	3	5	1	1	0	1
"DENND2B"	2905	2129	3031	2115	1911	1996	1232	1220	1029	1609
"SNORA3B"	16	12	15	11	16	15	11	11	14	14
"SNORA3A"	19	17	12	11	19	7	11	14	14	9
"RPL27A"	10855	8487	11257	9384	7509	6901	5197	5164	5958	6947
"TRIM66"	939	982	656	980	865	975	1334	1521	2207	1489
"LOC124900315"	0	0	0	0	0	0	0	0	0	0
"STK33"	1365	1073	1391	990	1119	1279	888	842	802	1098
"LOC105376536"	0	0	0	0	0	0	0	0	0	0
"LMO1"	149	156	94	184	112	168	298	251	295	275
"RIC3.DT"	0	1	1	0	2	1	4	2	1	0
"RIC3"	1471	1701	1016	1699	1361	2077	3182	2589	3855	3168
"TUB.AS1"	0	1	0	0	0	0	0	0	0	0
"LOC124902627"	2	1	1	5	1	4	9	6	2	8
"TUB"	3873	4403	3270	4586	3255	3116	4331	3956	5253	4747
"CASC23"	0	0	0	0	0	0	0	0	0	1
"EIF3F"	6443	6010	6323	6210	5069	5638	6171	5405	7192	6771
"COX6CP5"	0	0	0	0	0	0	0	0	0	0
"OR5P1P"	0	0	0	0	0	0	0	0	0	0
"OR5P4P"	0	0	0	0	1	0	0	0	0	0
"OR10AB1P"	1	1	2	2	0	0	0	1	1	0
"LOC124902626"	0	3	0	0	1	0	1	0	2	0
"OVCH2"	30	2	21	1	7	26	10	6	7	17
"LOC105376533"	4	1	2	1	3	1	2	0	1	0
"CYB5R2"	275	279	214	320	229	54	29	13	17	24
"LOC105376535"	0	0	1	0	0	0	0	1	0	0
"PPFIBP2"	487	362	639	314	376	161	136	88	110	146
"LOC124902806"	14	10	14	1	12	5	4	3	5	11
"OLFML1"	1419	1510	1414	1464	1223	223	116	93	141	137
"SYT9.AS1"	47	22	65	21	23	15	14	9	10	17
"SYT9"	375	305	410	333	335	457	391	405	537	513
"MIR302E"	0	0	0	0	0	0	0	0	0	0
"RBMXL2"	0	0	0	0	0	0	0	0	0	0
"NLRP14"	13	6	5	11	6	16	12	18	25	10
"ZNF214"	356	318	345	347	329	290	334	296	336	313
"LOC102724711"	11	16	1	8	9	6	9	7	9	4
"ZNF215"	117	165	105	182	110	178	230	209	281	271
"OR2D3"	0	0	0	0	0	0	0	0	0	0
"LOC107984019"	4	3	2	4	5	8	7	5	8	7
"OR2D2"	1	0	0	0	0	1	2	0	1	3
"OR10A4"	0	0	0	0	0	0	0	0	0	0
"OR10A2"	0	0	0	0	0	0	0	0	0	0
"OR10A5"	0	0	0	0	0	0	0	0	0	0
"LOC100131597"	0	1	0	1	2	0	0	1	0	0
"OR6A2"	0	0	0	0	0	1	1	3	0	0
"OR2AG1"	0	0	0	0	0	0	0	0	0	0
"OR2AG2"	5	9	8	12	7	15	12	20	17	19
"GVINP2"	0	2	0	0	1	0	1	2	0	2
"GVINP1"	11	15	11	15	12	28	39	33	34	30
"LOC124902625"	0	0	0	1	0	0	1	0	0	0
"RPL21P94"	1	1	3	4	4	3	3	4	6	4
"MRPL17"	624	533	706	601	537	480	386	342	397	471
"DCHS1"	7332	6537	6783	6876	4416	5002	5559	4720	5427	6690
"TPP1"	6811	5247	6599	5467	4942	4720	3334	3256	3296	4191
"TAF10"	1177	883	995	980	898	870	982	768	1015	1019
"ILK"	3356	3152	3322	3317	2497	2048	1766	1572	1687	2078
"RRP8"	545	536	467	465	427	396	411	344	473	496
"DNHD1"	275	225	193	230	139	170	189	167	177	212
"LOC644169"	19	14	14	23	16	22	18	19	30	33
"TIMM10B"	1148	1070	1137	1096	933	961	847	741	922	1021
"ARFIP2"	1541	1461	1378	1489	1054	957	1070	898	1126	1134
"TRIM3"	724	663	506	667	438	536	799	706	757	770
"HPX"	56	50	24	46	32	26	41	41	47	40
"APBB1"	3075	2744	2800	3100	2138	2777	3646	3296	3999	4036
"SMPD1"	1593	1324	1666	1402	936	1036	900	819	959	1204
"LOC124902624"	11	10	3	14	5	10	20	9	16	15
"LOC124902623"	0	0	0	0	0	0	0	0	0	0
"LOC101927825"	3	13	3	12	6	3	1	0	0	0
"CAVIN3"	100	124	77	132	66	21	1	6	12	18
"CCKBR"	19	25	12	22	23	31	60	55	52	72
"CNGA4"	9	15	9	15	9	18	16	10	16	20
"FHIP1B"	818	734	550	735	534	446	447	428	566	606
"C11orf42"	0	0	0	0	0	0	0	0	0	0
"OR52W1"	0	0	0	0	0	0	0	0	0	0
"OR52B2"	0	0	0	0	0	0	0	0	0	0
"OR52B1P"	0	0	0	0	0	0	0	0	0	0
"OR56B3P"	0	0	0	0	0	0	0	0	0	0
"OR56B4"	0	0	0	0	0	0	0	0	0	0
"LOC124902622"	1	0	0	0	0	0	1	2	0	0
"OR52X1P"	0	0	0	0	0	0	0	0	0	0
"OR52L2P"	0	0	0	0	0	0	0	0	0	0
"OR56A7P"	0	0	0	0	0	0	0	0	0	0
"LOC107984303"	0	0	0	0	0	0	0	0	0	0
"OR56A1"	0	0	0	0	0	0	1	0	0	0
"RNA5SP329"	0	0	0	0	0	0	0	0	0	0
"OR56A4"	0	0	0	0	0	0	0	0	0	0
"KRT18P58"	0	0	0	0	0	0	0	0	0	0
"OR52L1"	0	0	1	0	0	0	0	0	0	0
"LOC124902621"	0	0	0	0	0	0	0	0	0	0
"OR56A5"	0	0	0	0	0	0	0	0	0	0
"OR56A3"	0	0	0	0	0	0	1	0	0	0
"OR52Q1P"	0	0	0	0	0	0	0	0	0	0
"OR52E5"	0	0	0	0	0	0	0	0	0	0
"LOC112268071"	0	0	0	0	0	0	0	0	1	0
"OR52E4"	0	0	0	0	0	0	0	0	0	0
"OR52E7P"	0	0	0	0	0	0	0	0	0	0
"OR52E8"	0	0	0	0	0	0	0	0	0	0
"OR52E6"	0	0	0	0	0	0	0	0	0	0
"OR52N2"	0	0	0	0	0	0	0	0	1	0
"OR52N3P"	0	0	0	0	0	0	0	0	0	0
"OR52N1"	0	0	0	0	0	0	0	0	0	0
"OR52N5"	0	0	0	0	0	0	0	0	0	0
"OR56B2P"	0	1	0	0	0	0	0	0	0	0
"OR56B1"	0	0	0	0	0	0	0	0	0	0
"OR52P1"	1	0	0	0	1	0	0	0	0	0
"OR52N4"	0	0	0	0	0	0	0	0	0	0
"OR52U1P"	0	0	0	0	0	0	0	0	0	0
"LOC124902620"	0	0	0	0	0	0	0	0	0	0
"TRIM22"	1099	716	1256	615	752	841	373	316	310	486
"LOC107984302"	2	7	5	3	1	2	4	0	0	0
"TRIM34"	0	1	0	0	0	0	0	0	0	0
"TRIM6.TRIM34"	0	0	0	0	0	0	0	0	0	0
"TRIM6"	6	13	9	12	12	4	0	2	1	0
"TRIM5"	1090	1076	1125	991	808	821	519	429	436	615
"OR52B6"	0	0	0	0	0	0	0	0	0	0
"HNRNPA1P53"	0	2	2	1	3	1	1	1	2	1
"OR52T1P"	1	0	0	0	0	0	0	0	0	0
"OR52B5P"	0	0	0	0	0	0	0	0	0	0
"OR52H2P"	0	0	0	0	0	0	0	0	0	0
"OR52H1"	0	0	0	0	0	0	0	0	1	0
"OR52V1P"	0	0	0	0	0	0	0	0	0	1
"OLFM5P"	4	1	6	1	1	2	3	2	0	1
"UBQLNL"	10	6	2	5	8	3	5	3	2	1
"UBQLN3"	0	0	0	0	0	0	0	0	0	0
"OR52D1"	0	0	0	0	0	0	0	0	0	0
"OR51A10P"	0	0	0	0	0	0	0	0	0	0
"OR51I2"	0	0	0	0	0	0	0	0	0	0
"OR51I1"	0	0	0	0	0	0	0	0	0	0
"OR51K1P"	0	0	0	0	1	0	0	0	0	0
"OR51Q1"	0	0	0	0	0	0	0	0	0	0
"OR51J1"	1	0	0	0	0	0	1	1	1	0
"OR51M1"	0	0	0	0	0	0	0	0	2	1
"LOC100288935"	0	0	0	0	0	0	0	0	0	0
"LOC100418885"	0	0	0	0	0	0	0	0	0	0
"OR51B6"	0	0	0	0	0	0	0	0	0	0
"OR51B5"	1	1	1	0	0	0	0	0	0	1
"OR51B8P"	0	0	0	0	0	0	0	0	0	0
"OR51B2"	0	0	0	0	0	0	0	0	0	0
"OR51B3P"	0	0	0	0	0	0	0	0	0	0
"OR51B4"	0	0	0	0	0	0	0	0	0	0
"OR51AB1P"	0	0	0	0	0	0	0	0	0	0
"HBE1"	0	0	1	0	0	0	1	0	0	3
"HBG2"	0	0	0	1	0	0	0	1	0	0
"HBG1"	0	0	0	0	0	0	0	0	0	0
"BGLT3"	0	0	0	0	0	0	0	0	0	0
"HBBP1"	0	0	0	0	0	0	0	0	0	1
"HBD"	0	0	0	0	0	0	0	0	0	0
"HBB"	0	0	0	0	0	0	0	0	0	0
"OR51V1"	0	0	0	0	0	0	0	0	0	0
"OR52Z1P"	0	0	0	0	0	0	0	0	0	0
"OR51A1P"	0	0	0	0	0	0	0	0	0	0
"OR52A1"	0	0	0	0	0	0	0	0	0	0
"OR52A5"	0	0	0	0	1	0	0	0	0	0
"OR51A5P"	0	0	0	0	0	0	0	0	0	0
"OR51A2"	0	0	0	0	0	0	0	0	0	0
"OR51A4"	0	0	0	0	0	0	0	0	0	0
"OR51A3P"	0	0	0	0	0	0	0	0	0	0
"OR51G1"	0	0	0	0	0	0	0	0	0	0
"OR51G2"	0	0	0	0	0	0	0	0	0	0
"OR51A7"	0	0	0	0	0	0	0	0	0	0
"OR51A6P"	0	0	0	0	0	0	0	0	0	0
"OR51T1"	0	0	0	0	0	0	0	0	0	0
"OR51H2P"	0	0	0	0	0	0	0	0	0	0
"OR51H1"	0	0	0	0	0	0	0	0	0	0
"OR51S1"	0	0	0	0	0	0	0	0	0	0
"OR51A8P"	0	0	0	0	0	0	0	0	0	0
"OR51F2"	0	0	0	0	0	0	0	0	0	0
"OR52R1"	0	0	0	0	0	0	0	0	0	0
"OR52Y1P"	0	0	0	0	0	0	0	0	0	0
"OR51N1P"	0	0	0	0	0	0	0	0	0	0
"OR51F1"	0	0	0	0	0	0	0	0	0	1
"LOC124900304"	0	0	0	0	0	0	0	0	0	0
"OR51F4P"	0	0	0	0	0	0	0	0	0	0
"OR51F3P"	0	0	0	0	0	0	0	0	0	0
"KRT8P49"	0	0	0	0	0	0	0	0	0	0
"OR51C4P"	0	0	0	0	0	0	0	0	0	0
"OR51F5P"	0	0	0	0	0	0	0	0	0	0
"MMP26"	1	0	0	0	0	0	0	0	0	0
"OR51C1P"	0	0	1	0	0	1	0	0	1	0
"OR51E2"	31	18	30	18	22	15	3	13	10	11
"LOC105376528"	0	0	0	0	0	0	0	0	0	0
"OR51A9P"	0	0	0	0	0	0	0	0	0	0
"OR51E1"	0	0	0	0	0	0	0	0	0	0
"OR51D1"	0	0	0	0	0	0	0	0	0	0
"TRIM68"	505	508	439	545	406	396	513	519	608	632
"OR52I1"	0	0	0	0	0	0	0	0	0	0
"OR52I2"	0	0	0	0	0	0	1	0	0	0
"C11orf40"	0	0	0	0	0	0	0	0	0	0
"OR52M1"	0	0	0	0	0	0	0	0	0	0
"OR52M2P"	0	0	0	0	0	0	0	0	0	0
"OR52K1"	0	0	0	0	0	0	0	0	0	0
"OR52K3P"	0	0	1	0	0	0	0	0	0	0
"OR52K2"	0	0	0	0	0	0	0	0	0	0
"OR52P2P"	0	0	0	0	0	0	0	0	0	0
"OR51R1P"	0	0	0	0	0	0	0	0	0	0
"TRIM21"	268	251	229	290	229	104	90	76	68	101
"OR52B3P"	0	0	0	0	0	0	0	0	0	0
"OR52B4"	0	0	0	0	0	0	0	0	0	0
"SSU72P7"	0	0	0	0	0	0	0	0	0	0
"SSU72P3"	0	0	0	0	0	0	0	0	0	0
"SSU72P4"	0	0	0	0	0	0	0	0	0	0
"SSU72P6"	0	0	0	0	0	0	0	0	0	0
"SSU72P2"	0	0	0	0	0	1	0	0	0	0
"SSU72P5"	0	0	0	0	0	0	0	0	0	0
"RDXP1"	1	1	0	0	1	0	0	0	1	0
"LINC02749"	3	2	2	6	3	4	2	3	5	2
"OR55B1P"	0	0	0	0	0	0	0	0	0	0
"RRM1"	3082	2643	2924	2688	2571	3550	2797	2585	3088	3226
"RPS29P20"	0	0	0	0	0	0	1	0	0	0
"HMGN1P21"	0	1	0	1	1	0	0	0	0	0
"HNRNPA1P76"	0	0	0	0	0	0	0	0	0	0
"PPIAP40"	3	2	2	1	3	5	0	0	2	2
"MIR4687"	0	0	0	0	0	0	0	0	0	0
"STIM1"	3068	2626	3211	2866	2300	1900	1461	1348	1486	1877
"STIM1.AS1"	1	1	0	2	0	0	1	0	1	1
"LOC124902619"	1	0	1	0	0	0	0	0	1	0
"RHOG"	278	220	279	234	156	122	82	63	76	123
"LOC124902618"	0	2	0	0	0	0	0	0	0	0
"PGAP2"	462	409	418	495	315	328	331	356	351	357
"RNU7.50P"	0	0	0	0	0	0	0	0	0	0
"RNU6.1143P"	0	0	0	1	0	0	1	0	0	0
"LOC124902832"	0	0	0	0	0	0	0	0	0	0
"NUP98"	3475	3398	3407	3129	2752	2716	2292	2186	2464	2674
"CHRNA10"	12	8	2	10	9	10	16	11	14	10
"ART1"	1	1	0	0	0	0	0	0	0	0
"ART5"	13	13	17	17	8	3	2	3	3	8
"TRPC2"	0	0	0	0	0	1	0	0	0	0
"XNDC1CP"	0	0	0	0	0	0	0	0	0	0
"LOC124902617"	0	0	0	0	0	0	0	0	0	0
"OR7E117P"	1	0	0	0	0	0	0	0	0	0
"RPS24P14"	2	2	1	1	0	0	0	0	0	0
"LOC107987159"	1	0	1	2	3	0	0	3	1	1
"RPS3AP39"	0	0	0	0	0	0	0	0	0	0
"SNRPCP5"	0	2	0	1	2	0	1	1	1	0
"LOC107984301"	6	4	4	7	6	0	3	1	1	0
"LOC101927708"	1	0	0	0	0	2	0	0	1	2
"LOC105376526"	9	9	2	6	4	9	10	8	11	10
"LOC124902616"	0	0	0	0	0	0	0	0	0	0
"FAM86GP"	8	7	5	5	6	3	2	6	2	4
"OR7E12P"	0	0	0	0	0	0	0	0	0	0
"TSSC2"	99	89	86	109	84	89	105	87	113	116
"ZNF195"	1548	1772	1368	1801	1417	2001	2464	2138	2956	2684
"VN1R56P"	1	4	0	0	0	2	0	1	0	2
"NDUFA5P1"	0	0	0	0	0	0	0	0	0	0
"NDUFA5P8"	0	0	0	0	0	0	0	0	0	0
"MRGPRE"	0	2	1	0	0	1	0	0	0	0
"MRGPRG.AS1"	0	1	0	0	0	0	0	0	0	1
"MRGPRG"	0	0	0	0	0	0	0	0	0	0
"OSBPL5"	1143	1070	855	1014	631	676	811	700	829	846
"LOC124902615"	0	0	0	1	0	0	3	4	1	1
"KCNQ1OT1"	299	314	204	247	219	256	322	224	254	331
"LOC124902613"	0	0	0	1	0	0	0	0	0	0
"TRPM5"	1	1	0	1	0	0	1	0	1	1
"TSSC4"	713	550	600	650	386	406	501	468	547	645
"CD81"	6925	6069	6752	6736	4078	3628	3336	2798	3378	4232
"LOC105376520"	15	15	15	24	14	14	16	14	23	17
"LOC124902611"	0	0	0	0	0	0	0	0	0	0
"RPL26P30"	6	7	5	5	9	0	3	4	6	4
"CD81.AS1"	16	20	25	17	17	13	15	10	5	7
"RNU6.878P"	0	0	0	0	0	0	0	0	0	0
"LOC124902612"	19	25	19	34	13	11	13	12	17	12
"TSPAN32"	0	5	0	4	0	0	0	0	1	1
"C11orf21"	1	3	0	1	1	0	1	0	1	1
"ASCL2"	2	0	1	1	0	0	0	1	1	0
"MIR4686"	0	0	0	0	0	0	0	0	0	0
"TH"	40	49	41	61	34	67	85	115	108	120
"INS"	0	0	0	0	0	0	0	0	0	0
"IGF2.AS"	13	16	13	29	16	1	1	1	0	2
"MIR483"	0	1	0	0	0	0	0	0	0	0
"IGF2"	61	96	52	80	56	6	2	3	7	6
"INS.IGF2"	0	0	0	0	0	0	0	0	0	0
"LOC390029"	0	1	0	2	2	2	0	0	0	2
"RPL36AP39"	0	0	0	0	0	0	0	0	0	0
"LOC124902610"	0	0	0	0	0	0	0	0	0	0
"LOC105376517"	0	0	0	0	0	0	0	0	0	0
"CTSD"	7318	5669	7732	6032	3950	3735	3104	3123	3151	4312
"LOC124902609"	0	0	0	0	0	0	0	0	0	0
"LOC124902608"	0	0	0	0	0	0	0	0	0	0
"LOC124902606"	4	13	13	13	8	5	6	8	12	7
"MIR6744"	0	0	0	0	0	0	0	0	0	0
"MUC5B.AS1"	0	0	0	0	0	0	0	0	0	0
"MUC5B"	0	0	0	0	0	0	0	0	0	0
"LOC124902605"	0	0	0	0	0	0	0	0	0	0
"LOC124902604"	0	0	0	0	0	0	0	0	0	0
"CHID1"	1986	1783	1953	2060	1230	1161	1037	1025	1088	1373
"TSPAN4"	1102	837	961	979	499	349	299	269	321	457
"POLR2L"	1063	697	1003	779	579	615	355	451	431	589
"CD151"	2945	1882	3470	2021	1711	1497	826	738	671	1196
"CRACR2B"	63	77	49	56	40	28	29	31	50	30
"PNPLA2"	729	468	652	472	350	331	275	296	290	320
"SNORA52"	9	11	3	7	6	9	8	7	2	10
"RPLP2"	4603	3334	4023	3799	2544	2295	1875	1910	2278	2981
"PIDD1"	672	513	397	501	301	327	366	320	339	418
"PANO1"	31	24	15	30	14	14	11	17	9	14
"SLC25A22"	1093	888	779	938	540	661	782	829	904	941
"CEND1"	141	147	111	171	109	149	209	202	273	277
"LOC124900301"	296	264	212	303	186	240	333	309	354	354
"GATD1.DT"	43	49	57	45	35	34	40	31	36	42
"GATD1"	1945	1448	1497	1463	1011	1130	1161	1076	1437	1510
"TALDO1"	1628	1300	1508	1371	1054	1265	1128	1090	1173	1460
"LOC105376509"	0	0	0	0	0	0	0	0	1	1
"EPS8L2"	79	64	90	47	33	40	44	31	46	67
"TMEM80"	469	418	387	446	291	305	328	296	303	387
"LOC124902603"	0	1	0	0	1	1	0	0	1	0
"LOC124902805"	0	0	0	0	0	0	0	0	0	0
"RN7SL838P"	0	0	0	0	0	0	0	0	0	0
"LOC105376506"	0	1	3	0	0	0	0	0	1	0
"ANO9"	0	1	1	0	1	1	0	0	0	1
"SIGIRR"	8	27	10	12	12	3	4	5	6	1
"PKP3"	1	0	1	2	0	1	0	1	0	0
"B4GALNT4"	3973	3827	3287	3604	2240	2817	3472	3262	3553	3720
"IFITM3"	21130	15415	21106	16975	14135	7382	3814	4183	3231	5957
"LOC105376505"	73	75	64	75	64	33	28	35	37	50
"IFITM1"	13003	8893	14498	9293	8761	2765	1216	1292	913	2169
"IFITM2"	5582	4024	5826	4288	3966	2622	1198	1248	970	1914
"MRPS24P1"	0	0	0	0	0	0	0	0	0	0
"IFITM5"	0	0	0	0	0	0	0	0	0	1
"PGGHG"	1371	1280	961	1159	783	423	274	292	252	369
"NLRP6"	1	2	0	1	0	0	0	0	0	1
"COX8BP"	0	0	0	0	0	0	0	0	0	0
"LOC100420679"	0	0	0	0	0	0	0	0	0	0
"PSMD13"	2770	2479	2814	2777	2229	2346	2456	2256	2781	2767
"SIRT3"	1111	1081	982	1062	835	886	1011	921	1184	1176
"MIR6743"	0	0	0	0	0	0	0	0	0	0
"RIC8A"	2832	2306	2764	2576	1900	1923	1693	1573	1786	2229
"BET1L"	1680	1499	1551	1531	1023	737	613	647	716	842
"ODF3"	0	0	0	0	0	0	0	0	0	0
"SCGB1C1"	0	0	0	0	0	0	0	0	0	0
"LOC101930129"	0	0	0	0	0	0	0	0	0	0
"RNU6.447P"	0	0	0	0	0	0	0	0	0	0
"LOC112268070"	1	8	3	6	4	1	6	4	7	3
"LINC01001"	15	13	5	9	8	8	13	11	8	10
"CICP23"	0	0	0	0	0	0	0	0	0	0
"SEPTIN14P11"	0	1	0	0	0	1	2	2	6	1
"OR4F2P"	0	0	0	0	0	0	0	0	0	0
"WBP1LP10"	0	0	0	0	0	0	0	0	0	0
"RPL23AP60"	0	0	0	0	0	0	0	0	0	0
"DUX4L15"	0	0	0	0	0	0	0	0	0	0
"DUX4L14"	0	0	0	0	0	0	0	0	0	0
"DUX4L13"	0	0	0	0	0	0	0	0	0	0
"DUX4L12"	0	0	0	0	0	0	0	0	0	0
"DUX4L11"	0	0	0	0	0	0	0	0	0	0
"DUX4L10"	0	0	0	0	0	0	0	0	0	0
"DUX4L29"	0	0	0	0	0	0	0	0	0	0
"DUX4L20"	0	0	0	0	0	0	0	0	0	0
"DUX4L21"	0	0	0	0	0	0	0	0	0	0
"DUX4L22"	0	0	0	0	0	0	0	0	0	0
"DUX4L23"	0	0	0	0	0	0	0	0	0	0
"DUX4L24"	0	0	0	0	0	0	0	0	0	0
"DUX4L25"	0	0	0	0	0	0	0	0	0	0
"DUX4L28"	0	0	0	0	0	0	0	0	0	0
"CLUHP5"	0	0	0	0	0	0	0	0	0	0
"AGGF1P2"	20	30	14	32	18	43	71	49	66	54
"RARRES2P2"	0	0	0	0	0	0	0	0	0	0
"FRG2B"	0	0	0	0	0	0	0	0	0	0
"OR6L1P"	0	0	0	0	0	0	0	0	0	0
"SPRNP1"	0	0	0	0	0	0	0	0	0	0
"SYCE1"	0	0	0	0	0	0	0	0	0	0
"CYP2E1"	124	119	87	95	92	35	35	33	41	59
"LOC124902569"	0	0	0	0	0	0	0	0	0	0
"LOC105378575"	0	0	0	0	0	0	0	0	0	0
"OR7M1P"	2	4	1	2	3	2	4	0	2	5
"SCART1"	81	74	63	54	44	22	28	27	22	45
"OR6L2P"	0	0	0	0	0	0	0	0	0	0
"LOC124902564"	2	4	3	0	1	0	1	0	2	3
"SPRN"	558	519	558	534	382	401	493	390	469	598
